transaction_id,date,time,retailer_location_city,ticket_batch_id,unique_code
T005822,2026-01-29,20:22:39,Houston,BATCH-B-2025,QQIB-6547
T005823,2025-10-20,10:15:34,Miami,BATCH-A-2025,TBWT-7771
T005824,2025-11-02,02:07:00,New York,BATCH-A-2025,GZFX-7397
T005825,2026-01-10,20:27:12,Chicago,BATCH-A-2025,SEZU-3783
T005826,2025-09-01,05:22:36,Los Angeles,BATCH-A-2025,NRVF-1758
T005827,2026-01-21,12:05:16,Atlanta,BATCH-C-2025,JWGH-7493
T005828,2025-12-28,01:28:30,Atlanta,BATCH-A-2025,PVRS-9644
T005829,2026-01-04,16:10:48,Houston,BATCH-C-2025,WWLC-1505
T005830,2025-09-10,09:06:31,New York,BATCH-C-2025,SWUM-5387
T005831,2026-02-12,10:35:47,Atlanta,BATCH-B-2025,WGGT-0716
T005832,2026-02-03,07:34:10,Houston,BATCH-C-2025,SSFU-6810
T005833,2025-08-31,04:57:46,Chicago,BATCH-A-2025,RELP-8899
T005834,2026-01-19,18:27:21,Houston,BATCH-A-2025,NKRA-5278
T005835,2025-09-15,14:11:43,Atlanta,BATCH-A-2025,LHKE-7901
T005836,2025-09-17,18:45:00,Los Angeles,BATCH-A-2025,LLND-1572
T005837,2025-10-12,11:23:48,Los Angeles,BATCH-C-2025,XJPN-8966
T005838,2026-01-05,15:57:43,Miami,BATCH-C-2025,PEHA-4473
T005839,2026-01-15,07:21:59,Los Angeles,BATCH-C-2025,ZCJM-0877
T005840,2026-01-10,23:59:22,Atlanta,BATCH-C-2025,KISF-7819
T005841,2025-09-11,11:38:00,Miami,BATCH-B-2025,JUSB-4165
T005842,2026-01-12,20:52:58,New York,BATCH-B-2025,ZKMX-1039
T005843,2026-01-20,11:47:48,Miami,BATCH-C-2025,OCLU-5835
T005844,2025-09-07,12:51:46,Chicago,BATCH-B-2025,VPFA-7768
T005845,2025-10-06,07:13:07,Chicago,BATCH-A-2025,FLFM-3515
T005846,2026-01-08,01:57:09,Miami,BATCH-B-2025,NEON-2601
T005847,2025-09-13,20:37:38,Chicago,BATCH-B-2025,CJWA-6304
T005848,2025-09-04,02:40:56,New York,BATCH-C-2025,PXQD-0715
T005849,2025-09-24,17:44:44,Chicago,BATCH-C-2025,IKYF-1038
T005850,2025-10-12,20:56:58,Miami,BATCH-B-2025,UTTG-9694
T005851,2025-11-11,12:49:36,Detroit,BATCH-B-2025,HDGN-9127
T005852,2025-11-26,07:15:52,Houston,BATCH-C-2025,SRZP-1309
T005853,2025-12-20,05:34:58,Atlanta,BATCH-C-2025,EQZV-5379
T005854,2026-01-13,08:36:58,Chicago,BATCH-A-2025,BACI-7754
T005855,2025-12-28,13:05:16,Atlanta,BATCH-A-2025,SGYG-5955
T005856,2025-12-26,21:49:27,Miami,BATCH-B-2025,NPIV-8798
T005857,2026-01-10,22:50:53,Atlanta,BATCH-C-2025,SDOA-7731
T005858,2025-11-09,18:17:36,Houston,BATCH-C-2025,MFBR-2546
T005859,2026-02-11,21:23:30,Atlanta,BATCH-A-2025,FSSN-9838
T005860,2025-12-03,16:09:49,New York,BATCH-C-2025,WKYV-5114
T005861,2025-09-01,04:18:02,Houston,BATCH-A-2025,IXVT-2431
T005862,2025-09-28,12:35:30,New York,BATCH-C-2025,DROS-1102
T005863,2026-02-08,04:23:08,Los Angeles,BATCH-B-2025,RVYK-5618
T005864,2026-02-15,03:33:16,Atlanta,BATCH-A-2025,KITF-8109
T005865,2025-12-19,05:35:44,Detroit,BATCH-C-2025,OEVE-0114
T005866,2025-11-08,23:00:17,Atlanta,BATCH-A-2025,UTZW-8370
T005867,2025-08-25,09:27:09,New York,BATCH-B-2025,XXLC-0404
T005868,2025-11-11,06:28:05,Atlanta,BATCH-C-2025,CHSU-6269
T005869,2026-01-05,10:04:07,Houston,BATCH-A-2025,IRXW-1251
T005870,2026-01-09,19:32:02,Houston,BATCH-A-2025,RUSL-2267
T005871,2025-08-23,00:23:34,Atlanta,BATCH-C-2025,LQFM-0512
T005872,2025-11-23,19:31:36,Detroit,BATCH-B-2025,XDCM-4797
T005873,2025-12-25,09:51:32,Houston,BATCH-A-2025,FLHW-2481
T005874,2025-10-06,18:49:42,Atlanta,BATCH-A-2025,CEBD-2451
T005875,2025-11-07,21:10:24,Miami,BATCH-B-2025,HYXV-9685
T005876,2025-11-01,08:22:40,Atlanta,BATCH-A-2025,FRUJ-9114
T005877,2025-10-07,13:37:32,Miami,BATCH-A-2025,QRDL-5027
T005878,2026-02-09,04:32:11,Miami,BATCH-B-2025,VXXU-6360
T005879,2025-12-31,21:04:47,Miami,BATCH-B-2025,RRUR-9825
T005880,2025-09-19,14:29:36,Chicago,BATCH-A-2025,TMHF-7201
T005881,2025-11-07,16:32:59,Los Angeles,BATCH-A-2025,YWKH-2059
T005882,2025-08-25,18:53:56,New York,BATCH-C-2025,RBEM-8961
T005883,2025-11-20,11:14:33,Atlanta,BATCH-A-2025,HGHB-2316
T005884,2025-09-20,18:39:26,Los Angeles,BATCH-C-2025,MPSH-9763
T005885,2026-01-30,04:36:38,Miami,BATCH-B-2025,NWIO-6649
T005886,2025-08-27,06:08:36,Houston,BATCH-C-2025,SROW-4723
T005887,2026-01-19,03:11:03,Houston,BATCH-A-2025,BZWU-0906
T005888,2025-09-02,05:38:57,Chicago,BATCH-A-2025,CRCX-7189
T005889,2026-01-08,09:38:19,Atlanta,BATCH-B-2025,PWZC-0719
T005890,2026-01-08,14:14:19,Chicago,BATCH-B-2025,PRKA-7502
T005891,2026-01-09,19:52:26,Miami,BATCH-C-2025,ZYJU-1362
T005892,2025-10-28,14:12:20,Houston,BATCH-C-2025,WVBO-8255
T005893,2025-10-25,18:30:54,Atlanta,BATCH-B-2025,GSET-8767
T005894,2025-11-30,16:46:58,Detroit,BATCH-B-2025,TVPK-7860
T005895,2025-11-12,06:04:43,Miami,BATCH-C-2025,VFNM-9099
T005896,2025-12-01,10:38:15,Atlanta,BATCH-C-2025,XQZC-5423
T005897,2025-11-30,13:43:16,Miami,BATCH-B-2025,GFYR-2843
T005898,2026-02-04,18:14:45,Miami,BATCH-B-2025,PCFV-7901
T005899,2025-10-30,21:05:01,Houston,BATCH-A-2025,IOTE-7699
T005900,2025-10-31,07:16:23,Detroit,BATCH-B-2025,LSET-0563
T005901,2025-09-07,15:14:01,Los Angeles,BATCH-B-2025,NYMO-3799
T005902,2025-10-31,16:56:36,Los Angeles,BATCH-B-2025,OSEP-6683
T005903,2025-09-30,14:29:12,Houston,BATCH-C-2025,XFAS-9100
T005904,2025-10-09,11:38:17,Miami,BATCH-A-2025,XBZG-3883
T005905,2025-11-22,17:10:34,Detroit,BATCH-A-2025,JVKX-1093
T005906,2025-09-07,13:03:14,Chicago,BATCH-C-2025,FERH-4041
T005907,2026-02-16,09:00:28,New York,BATCH-A-2025,LINP-0058
T005908,2026-01-31,09:04:09,New York,BATCH-B-2025,UIEV-8394
T005909,2025-08-25,21:27:32,New York,BATCH-C-2025,TUPG-5643
T005910,2026-01-03,21:34:00,Atlanta,BATCH-A-2025,NDKE-4605
T005911,2025-11-13,14:53:59,Miami,BATCH-B-2025,ITEZ-1203
T005912,2025-12-12,22:01:04,Los Angeles,BATCH-A-2025,WIFU-3739
T005913,2025-11-10,06:47:25,New York,BATCH-B-2025,ZYQQ-0496
T005914,2025-08-29,15:14:50,Atlanta,BATCH-C-2025,VHDL-5884
T005915,2025-11-22,05:35:57,Houston,BATCH-C-2025,WNQW-8679
T005916,2025-08-30,18:09:03,Atlanta,BATCH-B-2025,FKNU-5842
T005917,2025-11-27,14:08:13,Miami,BATCH-C-2025,HUMT-9617
T005918,2025-11-29,08:12:18,Houston,BATCH-B-2025,XSBU-5159
T005919,2025-08-26,10:00:32,Houston,BATCH-A-2025,DMZA-3586
T005920,2026-01-18,09:08:01,Detroit,BATCH-B-2025,MDGI-8394
T005921,2025-10-20,06:56:50,New York,BATCH-B-2025,UZGZ-6155
T005922,2026-02-07,12:20:02,Los Angeles,BATCH-A-2025,EPTR-3656
T005923,2025-09-13,17:46:54,Miami,BATCH-A-2025,ZXOX-3233
T005924,2026-02-03,06:29:22,Chicago,BATCH-C-2025,YZLF-8352
T005925,2025-11-08,04:42:37,New York,BATCH-A-2025,VPGO-4735
T005926,2025-08-26,08:41:26,New York,BATCH-A-2025,JOLZ-2976
T005927,2025-10-09,22:06:42,Detroit,BATCH-C-2025,ANHZ-2434
T005928,2025-10-19,09:28:07,Houston,BATCH-B-2025,LGRK-6451
T005929,2025-10-08,09:51:39,Houston,BATCH-B-2025,XWMP-5297
T005930,2025-11-07,20:20:30,Detroit,BATCH-B-2025,EPSS-3594
T005931,2025-12-18,00:35:08,New York,BATCH-A-2025,HCRP-6980
T005932,2026-01-06,08:53:52,Chicago,BATCH-A-2025,BZJG-5242
T005933,2025-10-28,13:20:13,Los Angeles,BATCH-B-2025,ZDTU-8784
T005934,2026-01-22,18:51:57,Houston,BATCH-B-2025,WTMU-5119
T005935,2025-12-10,20:44:14,Los Angeles,BATCH-B-2025,PJPS-6460
T005936,2025-09-02,08:34:10,Chicago,BATCH-B-2025,BIDS-3161
T005937,2025-09-21,21:00:23,Detroit,BATCH-C-2025,TMAH-1114
T005938,2025-11-03,19:29:19,Los Angeles,BATCH-B-2025,YXYW-5360
T005939,2026-01-16,20:01:19,New York,BATCH-C-2025,SSVZ-1317
T005940,2025-10-25,06:44:11,Detroit,BATCH-C-2025,OREV-3264
T005941,2026-02-10,12:06:12,Los Angeles,BATCH-C-2025,BGLD-8311
T005942,2026-02-12,12:20:38,Los Angeles,BATCH-C-2025,IWET-8158
T005943,2025-10-16,12:11:35,Atlanta,BATCH-B-2025,GKYD-9984
T005944,2025-12-06,06:52:00,Miami,BATCH-A-2025,EFCT-6221
T005945,2025-09-07,13:25:22,Los Angeles,BATCH-B-2025,MTCQ-0096
T005946,2025-09-28,11:03:12,Detroit,BATCH-B-2025,XTPT-0732
T005947,2025-11-29,09:07:19,Chicago,BATCH-B-2025,OKDD-8903
T005948,2025-11-23,13:53:49,Los Angeles,BATCH-A-2025,SHRA-1077
T005949,2025-08-26,08:43:32,Detroit,BATCH-C-2025,ATZA-2714
T005950,2025-08-23,00:17:19,New York,BATCH-B-2025,CQBJ-6753
T005951,2026-02-16,20:27:07,New York,BATCH-B-2025,NYZL-2186
T005952,2026-01-20,09:05:44,New York,BATCH-C-2025,CTOO-4716
T005953,2025-11-11,21:13:41,Los Angeles,BATCH-A-2025,QENU-6393
T005954,2025-08-30,11:56:24,Los Angeles,BATCH-C-2025,KLBU-9287
T005955,2025-10-05,00:24:59,New York,BATCH-A-2025,NMIJ-6923
T005956,2026-01-17,10:35:08,Detroit,BATCH-A-2025,KLHV-3672
T005957,2026-01-31,21:22:12,Miami,BATCH-B-2025,NIAE-0073
T005958,2025-08-26,05:14:28,New York,BATCH-B-2025,YRPA-4152
T005959,2025-10-13,03:25:28,Atlanta,BATCH-C-2025,ZWJB-6981
T005960,2025-09-17,02:31:40,Houston,BATCH-A-2025,TXQV-7692
T005961,2025-09-19,06:47:52,Houston,BATCH-A-2025,KCLZ-7736
T005962,2025-11-13,06:39:30,Los Angeles,BATCH-B-2025,HQHF-6571
T005963,2026-02-17,16:39:11,Atlanta,BATCH-A-2025,TGTJ-5354
T005964,2026-01-27,10:26:06,Atlanta,BATCH-B-2025,MMQF-5499
T005965,2025-10-11,18:33:34,Los Angeles,BATCH-B-2025,LKVE-5389
T005966,2026-02-17,09:39:31,Los Angeles,BATCH-B-2025,NYQK-5318
T005967,2025-09-16,16:16:59,Detroit,BATCH-A-2025,IQWP-9925
T005968,2025-09-25,05:05:52,Miami,BATCH-A-2025,PWDD-7482
T005969,2025-09-27,00:06:14,Chicago,BATCH-A-2025,YHJK-8168
T005970,2025-09-28,22:39:54,Atlanta,BATCH-B-2025,JJGM-6539
T005971,2026-01-20,19:49:15,Houston,BATCH-C-2025,VKSS-6136
T005972,2026-01-04,17:50:23,Detroit,BATCH-B-2025,BOYG-6665
T005973,2025-11-30,10:16:49,New York,BATCH-B-2025,ARQH-3766
T005974,2026-01-05,00:50:56,New York,BATCH-B-2025,MPNE-2548
T005975,2026-02-06,13:59:32,New York,BATCH-A-2025,YXCQ-3738
T005976,2025-08-25,19:23:35,Atlanta,BATCH-B-2025,AQXW-7256
T005977,2025-12-02,21:02:29,New York,BATCH-C-2025,WQQA-8586
T005978,2025-11-21,17:35:26,Atlanta,BATCH-C-2025,IQAM-1109
T005979,2025-10-27,18:35:27,Chicago,BATCH-A-2025,ZGBV-9135
T005980,2025-09-10,03:52:54,Los Angeles,BATCH-A-2025,ITAN-4495
T005981,2026-02-03,10:35:15,Chicago,BATCH-B-2025,PTFC-7709
T005982,2025-09-08,18:14:26,Miami,BATCH-A-2025,UXNT-7554
T005983,2025-10-11,14:33:18,Chicago,BATCH-C-2025,AVYK-8337
T005984,2025-11-28,07:18:23,Atlanta,BATCH-A-2025,WPZJ-1265
T005985,2025-09-17,15:43:21,Detroit,BATCH-B-2025,UFNZ-3617
T005986,2025-11-06,10:45:54,Chicago,BATCH-B-2025,RKPI-4631
T005987,2026-02-09,03:18:08,New York,BATCH-B-2025,OQHL-2280
T005988,2025-12-18,23:45:46,Atlanta,BATCH-B-2025,UDQU-3682
T005989,2026-01-08,02:06:36,Miami,BATCH-A-2025,EYYI-7853
T005990,2025-10-18,06:44:23,Miami,BATCH-C-2025,TZSI-7808
T005991,2026-01-28,10:22:59,Chicago,BATCH-B-2025,HHZC-0153
T005992,2025-10-07,05:40:59,Atlanta,BATCH-A-2025,AAGN-8283
T005993,2025-09-14,07:56:44,Los Angeles,BATCH-B-2025,JWWI-0143
T005994,2025-09-09,20:12:35,Los Angeles,BATCH-A-2025,VBDE-4586
T005995,2025-09-27,14:05:17,Miami,BATCH-C-2025,YHZT-2071
T005996,2025-12-31,06:00:13,Detroit,BATCH-B-2025,DLVS-7775
T005997,2025-11-29,00:14:57,Detroit,BATCH-B-2025,NJEE-6308
T005998,2025-11-13,01:58:27,Houston,BATCH-B-2025,HNEM-3949
T005999,2026-02-15,22:51:32,Miami,BATCH-C-2025,ASGK-4659
T006000,2025-11-04,10:55:34,Chicago,BATCH-A-2025,HPWO-4173
T006001,2025-09-10,23:54:35,Chicago,BATCH-A-2025,ZSDQ-4051
T006002,2025-10-30,12:03:39,Chicago,BATCH-C-2025,MEKE-1034
T006003,2026-01-31,06:03:55,Atlanta,BATCH-A-2025,TCWJ-4021
T006004,2026-01-24,14:46:03,Detroit,BATCH-C-2025,BMGN-8690
T006005,2025-09-03,13:32:17,Houston,BATCH-C-2025,CKMV-4773
T006006,2025-09-20,07:22:36,Atlanta,BATCH-A-2025,WVDI-6662
T006007,2025-09-18,21:58:04,New York,BATCH-C-2025,ALHS-3830
T006008,2026-01-08,12:10:03,Miami,BATCH-C-2025,YBTD-5688
T006009,2025-11-24,11:18:06,Detroit,BATCH-C-2025,MUBM-9750
T006010,2025-12-02,22:59:51,Miami,BATCH-C-2025,BBYP-9133
T006011,2026-01-30,19:53:03,Chicago,BATCH-C-2025,QEPF-6833
T006012,2025-09-30,12:36:20,Los Angeles,BATCH-A-2025,MJLX-3860
T006013,2026-01-28,01:58:33,Miami,BATCH-B-2025,MPVN-9494
T006014,2025-08-27,04:14:10,Chicago,BATCH-C-2025,FLBU-7358
T006015,2025-10-26,20:09:33,Atlanta,BATCH-A-2025,WFBV-4400
T006016,2025-09-04,15:44:22,Atlanta,BATCH-B-2025,YMRA-4346
T006017,2025-09-24,12:13:00,Los Angeles,BATCH-B-2025,RNVD-9317
T006018,2026-02-16,22:34:30,New York,BATCH-C-2025,XDLQ-4519
T006019,2025-10-12,23:56:12,Detroit,BATCH-B-2025,BUZG-2054
T006020,2025-10-01,22:32:25,Los Angeles,BATCH-A-2025,UUXM-1384
T006021,2025-09-29,05:47:51,Miami,BATCH-B-2025,PIKW-0528
T006022,2025-09-11,03:23:39,Miami,BATCH-C-2025,HASX-4880
T006023,2025-10-04,15:11:05,Miami,BATCH-B-2025,MBVB-6652
T006024,2025-11-06,06:03:13,Detroit,BATCH-C-2025,WXFO-3332
T006025,2025-11-26,00:42:27,Chicago,BATCH-C-2025,YKRM-3300
T006026,2025-11-26,01:06:57,Miami,BATCH-A-2025,FYNL-2147
T006027,2025-11-24,13:58:38,Atlanta,BATCH-B-2025,VIYY-2832
T006028,2025-12-20,03:54:52,Miami,BATCH-A-2025,VTJM-4918
T006029,2026-02-01,21:08:48,Miami,BATCH-A-2025,TFLH-8164
T006030,2025-08-30,19:03:17,Houston,BATCH-A-2025,BSFP-3305
T006031,2025-10-03,15:55:25,New York,BATCH-B-2025,LHNP-0339
T006032,2025-11-14,05:58:39,Chicago,BATCH-A-2025,VQCX-0073
T006033,2025-11-24,01:41:14,Chicago,BATCH-B-2025,IYSM-8053
T006034,2025-11-17,17:52:17,Chicago,BATCH-C-2025,SXTN-6289
T006035,2025-11-25,17:42:02,Los Angeles,BATCH-A-2025,AIMJ-8799
T006036,2026-01-07,05:29:37,Chicago,BATCH-B-2025,IZKO-0820
T006037,2025-11-20,04:38:26,Atlanta,BATCH-C-2025,GXAJ-3228
T006038,2026-02-03,09:35:31,Atlanta,BATCH-B-2025,BBFE-1300
T006039,2025-12-31,08:39:23,Los Angeles,BATCH-C-2025,FYPT-1522
T006040,2026-01-20,00:44:27,Chicago,BATCH-B-2025,LZBL-1369
T006041,2025-09-14,07:23:19,New York,BATCH-C-2025,MIOM-7350
T006042,2025-12-15,06:12:24,Houston,BATCH-C-2025,KZYI-5432
T006043,2025-09-13,02:51:01,Detroit,BATCH-A-2025,UZVW-2860
T006044,2026-01-16,13:00:31,New York,BATCH-C-2025,BQYY-0794
T006045,2026-02-04,18:56:25,Houston,BATCH-A-2025,SPPL-4825
T006046,2025-12-25,08:44:43,Chicago,BATCH-B-2025,FOBL-3283
T006047,2026-02-04,14:21:50,Houston,BATCH-B-2025,YPLS-5989
T006048,2025-10-10,10:24:33,Los Angeles,BATCH-C-2025,BWEK-5301
T006049,2025-10-24,18:46:28,New York,BATCH-A-2025,JUTY-3086
T006050,2025-12-18,23:44:05,Atlanta,BATCH-A-2025,VRRC-3130
T006051,2025-11-29,22:59:30,Chicago,BATCH-A-2025,INRH-7476
T006052,2026-01-21,14:46:52,Miami,BATCH-C-2025,QDSO-7699
T006053,2026-01-26,18:08:31,Los Angeles,BATCH-C-2025,GAAD-3830
T006054,2025-12-15,06:33:42,Houston,BATCH-B-2025,GHDP-0827
T006055,2025-09-18,19:09:51,Houston,BATCH-B-2025,XZPC-4137
T006056,2025-10-20,02:49:44,Los Angeles,BATCH-A-2025,IRYJ-2860
T006057,2026-01-10,03:27:11,Houston,BATCH-C-2025,SZDE-4995
T006058,2025-10-14,14:52:19,Chicago,BATCH-A-2025,UBSC-5193
T006059,2026-02-05,05:21:56,Atlanta,BATCH-A-2025,PFVS-6633
T006060,2025-11-05,22:40:01,New York,BATCH-A-2025,CFHH-7906
T006061,2026-01-27,16:11:12,Chicago,BATCH-A-2025,FDYR-8284
T006062,2026-02-03,12:31:14,New York,BATCH-B-2025,TSJL-0549
T006063,2026-01-21,13:27:30,Detroit,BATCH-B-2025,SQLK-2970
T006064,2026-01-30,13:11:11,Detroit,BATCH-B-2025,AADZ-2170
T006065,2026-01-16,17:25:07,Miami,BATCH-C-2025,SUEQ-9718
T006066,2025-09-12,01:54:15,Houston,BATCH-C-2025,FSJK-5878
T006067,2026-01-19,10:22:33,Houston,BATCH-C-2025,DVDX-1378
T006068,2025-12-31,09:45:48,Houston,BATCH-C-2025,LCPS-2851
T006069,2026-01-17,17:12:01,Miami,BATCH-B-2025,LPFQ-1946
T006070,2025-08-27,20:53:03,Detroit,BATCH-B-2025,MGJX-7984
T006071,2026-01-18,08:16:03,New York,BATCH-B-2025,FHTG-7577
T006072,2025-10-03,03:57:28,Atlanta,BATCH-A-2025,QQCJ-7874
T006073,2025-11-18,23:33:42,Houston,BATCH-A-2025,RUKO-5472
T006074,2025-09-09,17:44:27,New York,BATCH-B-2025,FJLF-6288
T006075,2025-09-16,19:46:30,Houston,BATCH-A-2025,EJUX-1290
T006076,2026-01-18,15:22:06,Chicago,BATCH-A-2025,AMWR-0499
T006077,2025-09-14,07:52:54,Atlanta,BATCH-B-2025,HUFH-3592
T006078,2025-09-29,17:07:16,Chicago,BATCH-C-2025,WUKG-2211
T006079,2026-02-08,13:20:15,Miami,BATCH-C-2025,WSRC-1932
T006080,2025-10-03,10:41:01,Los Angeles,BATCH-B-2025,KGRF-2905
T006081,2025-09-04,02:16:35,Atlanta,BATCH-C-2025,FZQT-9773
T006082,2026-02-02,11:03:27,Atlanta,BATCH-A-2025,DWCN-2503
T006083,2025-08-24,00:55:45,Los Angeles,BATCH-C-2025,PQNL-0173
T006084,2026-01-28,05:01:52,Miami,BATCH-B-2025,MIGU-0520
T006085,2025-12-20,04:04:18,New York,BATCH-A-2025,LVRY-9802
T006086,2026-02-08,16:02:28,Houston,BATCH-A-2025,VTSQ-7114
T006087,2026-01-10,03:22:29,Detroit,BATCH-B-2025,YHJZ-4990
T006088,2025-11-19,17:17:35,Chicago,BATCH-C-2025,QETB-8880
T006089,2025-10-18,21:57:11,Chicago,BATCH-C-2025,GBVP-6520
T006090,2026-02-03,12:59:39,Miami,BATCH-B-2025,DTFS-9032
T006091,2026-02-08,03:59:59,Miami,BATCH-B-2025,LPRT-1192
T006092,2026-01-19,19:23:18,Houston,BATCH-A-2025,QVKB-1559
T006093,2025-12-03,01:09:48,Houston,BATCH-B-2025,FCRU-6699
T006094,2026-01-15,15:03:38,New York,BATCH-A-2025,CZZV-3454
T006095,2026-01-20,00:38:48,Atlanta,BATCH-C-2025,LWPN-3893
T006096,2026-01-29,08:32:23,Los Angeles,BATCH-B-2025,HGHJ-6334
T006097,2025-12-29,23:33:47,Houston,BATCH-A-2025,BPCY-8695
T006098,2025-10-03,19:37:21,Miami,BATCH-C-2025,IDHL-3736
T006099,2026-01-23,07:48:03,Atlanta,BATCH-C-2025,YEMS-9366
T006100,2025-12-19,07:19:52,Los Angeles,BATCH-C-2025,CEGH-6997
T006101,2025-10-10,07:15:09,Chicago,BATCH-C-2025,MNHR-5054
T006102,2026-01-30,23:04:22,New York,BATCH-B-2025,KNYF-3069
T006103,2026-01-19,12:45:44,Chicago,BATCH-B-2025,UKFO-5818
T006104,2025-10-31,06:46:27,Detroit,BATCH-C-2025,ZITE-9744
T006105,2025-09-01,07:50:26,Houston,BATCH-C-2025,HYPO-7181
T006106,2025-10-01,14:38:16,Atlanta,BATCH-B-2025,NDRM-9668
T006107,2025-10-18,22:02:15,Atlanta,BATCH-C-2025,WWFX-1942
T006108,2025-11-30,13:06:37,Atlanta,BATCH-C-2025,FUIK-9236
T006109,2025-09-12,20:08:31,Houston,BATCH-B-2025,ACCJ-4044
T006110,2025-12-12,09:48:47,Atlanta,BATCH-A-2025,NRAI-7117
T006111,2025-12-20,17:56:14,Miami,BATCH-A-2025,NKBU-7469
T006112,2025-09-23,07:46:30,Miami,BATCH-B-2025,TOKB-4367
T006113,2025-09-14,05:24:14,Detroit,BATCH-C-2025,CLIR-1047
T006114,2025-12-02,08:34:54,Atlanta,BATCH-C-2025,GEFJ-6482
T006115,2026-01-11,12:46:53,Atlanta,BATCH-B-2025,RZGL-0591
T006116,2026-01-05,22:34:18,Chicago,BATCH-A-2025,FYGH-1648
T006117,2026-01-26,17:29:10,Detroit,BATCH-B-2025,MNGR-3339
T006118,2025-10-28,21:59:51,Miami,BATCH-B-2025,PBFI-6688
T006119,2025-09-27,09:55:13,Miami,BATCH-B-2025,KBGG-8796
T006120,2026-01-27,10:22:16,Los Angeles,BATCH-A-2025,CVGZ-1456
T006121,2025-12-04,03:19:16,Los Angeles,BATCH-B-2025,KICF-5281
T006122,2025-12-31,06:12:24,Atlanta,BATCH-C-2025,XTTZ-9141
T006123,2026-02-03,15:49:44,Chicago,BATCH-A-2025,SGIZ-1262
T006124,2025-09-17,19:16:49,Chicago,BATCH-B-2025,RPIB-0817
T006125,2026-01-27,06:09:29,New York,BATCH-C-2025,KHSP-2780
T006126,2025-09-17,11:04:15,Los Angeles,BATCH-B-2025,ZHEO-4421
T006127,2025-09-04,06:30:46,Miami,BATCH-B-2025,GHCO-2521
T006128,2026-01-30,07:47:28,Los Angeles,BATCH-A-2025,KPDL-8172
T006129,2026-01-14,05:36:50,Atlanta,BATCH-A-2025,LUOO-6224
T006130,2025-09-26,21:25:31,Detroit,BATCH-B-2025,BYHZ-6735
T006131,2025-11-07,13:38:12,Detroit,BATCH-C-2025,YNZY-5150
T006132,2025-10-08,16:13:33,Detroit,BATCH-C-2025,SXRI-3126
T006133,2025-09-06,06:55:04,New York,BATCH-C-2025,BBFH-0022
T006134,2026-02-07,15:20:53,Atlanta,BATCH-B-2025,LTUW-6332
T006135,2025-12-13,04:00:36,Detroit,BATCH-B-2025,GUZB-1387
T006136,2025-11-04,17:08:45,Chicago,BATCH-A-2025,KEZZ-2424
T006137,2026-01-17,03:53:51,Los Angeles,BATCH-A-2025,HLIR-7784
T006138,2025-12-20,05:08:35,Chicago,BATCH-C-2025,UGQT-1359
T006139,2025-12-03,21:40:11,Miami,BATCH-A-2025,KJRB-2798
T006140,2025-12-07,19:37:00,Houston,BATCH-C-2025,WIAZ-1342
T006141,2025-09-30,10:20:13,Los Angeles,BATCH-B-2025,VHQF-5681
T006142,2025-09-08,18:44:11,Miami,BATCH-C-2025,TRGE-4074
T006143,2025-10-09,23:38:00,Atlanta,BATCH-A-2025,HLGS-8156
T006144,2025-11-08,13:40:59,Detroit,BATCH-C-2025,ENGV-4029
T006145,2026-01-01,06:41:38,Houston,BATCH-C-2025,NAJO-4225
T006146,2025-10-20,22:19:44,New York,BATCH-B-2025,RQCD-8927
T006147,2026-02-01,06:21:00,Los Angeles,BATCH-A-2025,VGQE-3350
T006148,2026-01-05,13:18:49,Chicago,BATCH-A-2025,JDTZ-6163
T006149,2025-11-16,10:59:42,New York,BATCH-A-2025,BRUF-4264
T006150,2026-01-30,18:47:06,Atlanta,BATCH-B-2025,FRHF-6718
T006151,2025-09-02,10:33:49,Miami,BATCH-A-2025,HQNL-7722
T006152,2025-12-06,15:47:15,Detroit,BATCH-A-2025,IXZD-2393
T006153,2025-12-07,07:24:45,Detroit,BATCH-A-2025,JOQW-4086
T006154,2025-08-25,02:18:52,Houston,BATCH-B-2025,ZVBX-3295
T006155,2026-02-06,19:19:18,New York,BATCH-C-2025,BWTZ-3069
T006156,2025-12-17,07:46:15,Houston,BATCH-B-2025,LHVV-8796
T006157,2026-01-20,07:04:15,New York,BATCH-C-2025,HCRF-5195
T006158,2025-10-21,12:15:21,Houston,BATCH-C-2025,AXVY-6159
T006159,2026-01-19,06:01:02,New York,BATCH-B-2025,EHVT-5094
T006160,2026-01-06,08:49:37,Atlanta,BATCH-B-2025,BNQI-9480
T006161,2025-10-20,21:13:01,Detroit,BATCH-C-2025,HUQP-5478
T006162,2026-01-23,20:42:55,Houston,BATCH-A-2025,JZNJ-8244
T006163,2025-11-28,10:24:03,Houston,BATCH-C-2025,TTMD-4645
T006164,2025-10-04,06:09:01,Houston,BATCH-C-2025,KSLN-6762
T006165,2026-01-20,17:43:41,Detroit,BATCH-B-2025,CRMF-9126
T006166,2025-10-06,07:15:55,Miami,BATCH-C-2025,PFFY-4896
T006167,2026-02-16,20:40:48,Detroit,BATCH-C-2025,YAPY-3018
T006168,2025-12-11,17:23:58,Atlanta,BATCH-B-2025,ZNHA-7421
T006169,2025-12-06,11:04:26,New York,BATCH-C-2025,PZSB-3253
T006170,2025-10-31,22:27:40,Detroit,BATCH-C-2025,OITN-7402
