user_id,date,time,app_session_length_minutes,feature_used,unique_code,social_share_count
U03213,2025-10-05,10:14:05,7,share_social,AYNS-4928,2
U02497,2025-10-12,23:57:50,5,share_social,ATIO-4668,3
U04807,2025-08-23,21:53:21,17,share_social,,0
U00219,2025-09-22,14:07:57,20,stream_music,BKEM-8400,0
U01365,2026-02-13,15:14:10,25,play_ar_game,QBED-0558,0
U02803,2025-12-09,09:06:58,20,play_ar_game,YBMU-1249,0
U01169,2026-01-21,16:49:44,5,play_ar_game,OZQN-8878,0
U04363,2025-09-21,09:12:08,21,share_social,LDUA-4139,0
U04605,2025-09-28,18:18:31,23,stream_music,CGLF-6811,3
U00947,2025-12-27,04:29:16,6,play_ar_game,OUGP-5645,2
U03967,2025-10-14,14:33:11,4,scan_ticket,NBBG-6682,0
U00851,2025-08-24,13:04:57,3,scan_ticket,QEQM-1366,3
U00547,2026-02-15,13:45:08,8,play_ar_game,CQLE-2012,0
U03198,2025-11-25,18:55:13,15,stream_music,,0
U03626,2026-02-18,06:06:05,25,stream_music,AWBT-5023,3
U01152,2025-09-27,02:52:50,12,browse_merch,NPTF-8219,0
U03628,2025-12-04,11:50:36,7,stream_music,HIBA-4114,0
U02851,2025-10-12,21:11:33,13,browse_merch,ZCJM-0877,0
U00242,2025-08-23,20:00:10,23,share_social,OWEZ-4445,0
U03915,2025-10-01,18:10:52,30,scan_ticket,VURS-1583,1
U01524,2025-09-10,00:46:58,16,play_ar_game,MEOR-3734,0
U02744,2025-11-08,20:26:41,25,stream_music,ECYH-4601,0
U00965,2025-11-06,21:40:03,26,stream_music,,0
U03276,2025-11-20,03:15:00,30,stream_music,AZQQ-9607,4
U02096,2026-02-12,18:56:14,9,scan_ticket,NFZK-6210,4
U04924,2025-08-28,17:36:44,1,share_social,OKPX-9652,1
U03241,2026-01-04,11:58:42,8,play_ar_game,WYXX-3253,5
U03359,2025-11-09,10:48:42,1,share_social,EXWG-5820,0
U00034,2025-12-24,02:27:44,17,browse_merch,NZQP-4243,0
U02507,2025-12-13,18:44:45,22,play_ar_game,GUAV-7295,5
U04782,2025-09-30,02:35:40,18,play_ar_game,VEPQ-0257,0
U00588,2025-10-22,02:17:29,12,browse_merch,,1
U03473,2025-10-05,12:53:26,12,share_social,DJWS-4316,0
U00762,2026-02-14,10:16:33,30,stream_music,JPLC-6387,2
U01552,2025-12-13,05:18:21,30,share_social,LIVW-6158,0
U01332,2025-09-15,05:46:43,4,stream_music,SPUQ-4443,1
U01015,2025-11-02,16:28:47,23,scan_ticket,HMXF-7875,0
U00582,2026-01-12,16:20:24,11,scan_ticket,NHCC-6226,0
U02814,2026-02-18,22:26:28,23,stream_music,NDFU-1146,3
U03539,2025-08-31,04:39:15,11,browse_merch,FRMB-1793,0
U04782,2025-09-28,07:51:14,10,browse_merch,EPTR-9968,0
U04172,2026-01-14,11:40:34,16,browse_merch,,0
U03753,2026-01-28,17:40:39,21,scan_ticket,,0
U03790,2025-12-04,04:59:23,8,stream_music,UCYY-0576,0
U03142,2026-02-09,00:36:53,23,play_ar_game,BZJR-0604,1
U04831,2025-11-07,01:41:17,24,scan_ticket,KQPM-0005,3
U01847,2025-10-14,03:09:17,25,browse_merch,EZKF-9419,0
U00547,2025-12-12,23:14:51,23,stream_music,MEYP-3931,2
U04971,2025-10-22,09:17:01,24,scan_ticket,WYML-1905,0
U00449,2025-09-21,01:33:26,30,play_ar_game,XWEH-3437,0
U03490,2025-09-03,10:24:18,28,share_social,OXOH-3144,4
U02694,2026-01-02,06:29:56,4,play_ar_game,UCKT-9844,0
U01218,2025-10-11,07:26:25,20,scan_ticket,,0
U04962,2025-09-15,04:37:27,12,stream_music,NPPA-7635,0
U03650,2026-01-14,18:48:07,2,scan_ticket,NWXB-6317,0
U01760,2026-01-21,19:55:16,17,scan_ticket,XOKT-7359,4
U02177,2026-02-13,21:00:54,25,scan_ticket,FCUK-6092,0
U01183,2025-12-30,23:52:15,26,browse_merch,EIIP-7292,5
U00375,2025-10-19,16:38:06,6,scan_ticket,PKVZ-3011,0
U03451,2025-10-04,21:13:00,29,browse_merch,IBXA-2793,0
U02031,2025-12-28,04:23:21,13,scan_ticket,,0
U01199,2026-01-11,10:47:25,2,share_social,MXYQ-2327,0
U01295,2026-01-17,14:20:07,20,play_ar_game,AYQC-1056,0
U00645,2025-12-17,20:31:24,17,share_social,BRCA-7323,0
U00643,2026-02-16,11:28:40,21,play_ar_game,NGZK-8550,3
U00621,2025-10-28,16:43:36,17,share_social,WUUR-4740,1
U04920,2026-01-13,18:00:17,18,share_social,ZHFD-2261,0
U04781,2026-01-23,10:45:30,16,play_ar_game,QFMU-4201,0
U04636,2025-11-30,03:06:24,3,play_ar_game,KXIJ-5222,0
U01068,2025-11-23,21:58:30,3,share_social,HJYR-1033,4
U03986,2025-11-21,22:26:52,4,play_ar_game,NLXI-4520,0
U02814,2025-10-13,09:57:56,4,browse_merch,BEXC-0140,0
U00733,2025-10-27,09:43:04,14,browse_merch,CIDB-9005,0
U02681,2026-02-16,13:40:20,23,share_social,CZJO-5172,1
U00570,2025-11-25,00:29:38,1,stream_music,FYSZ-1294,0
U04121,2025-09-29,19:37:04,22,play_ar_game,YBGJ-1624,0
U04345,2025-09-06,21:34:57,7,browse_merch,,0
U02108,2025-09-01,13:17:34,6,play_ar_game,,0
U03702,2026-01-14,13:37:36,8,play_ar_game,NXVA-3637,0
U04671,2025-12-15,05:58:03,3,scan_ticket,NOBK-8176,0
U00885,2026-01-03,12:38:33,7,play_ar_game,TBAK-3186,0
U00706,2025-10-24,10:19:48,11,play_ar_game,OHNB-8571,2
U01158,2025-11-28,02:44:24,18,share_social,FKWE-9220,0
U00579,2025-11-14,06:01:00,19,play_ar_game,DTWB-5187,0
U02227,2026-01-31,13:29:00,11,scan_ticket,QCUO-1106,0
U04073,2026-01-07,05:42:34,5,browse_merch,NSGE-6687,0
U02778,2025-10-01,18:09:11,19,share_social,NPPA-7635,4
U04620,2025-12-11,10:17:46,21,scan_ticket,,1
U03343,2025-11-29,20:27:09,9,browse_merch,,0
U00502,2025-10-15,10:55:37,6,play_ar_game,YVUT-8042,0
U04186,2025-11-12,22:25:48,21,stream_music,PAKI-1818,0
U04177,2026-01-14,12:34:28,5,play_ar_game,WIRT-3353,3
U02874,2025-09-03,03:52:34,2,stream_music,ZNKE-2707,0
U04067,2025-09-23,06:18:49,22,play_ar_game,BIKS-3601,5
U04935,2025-11-13,13:04:35,1,browse_merch,GYGR-1030,0
U03434,2026-01-20,20:37:27,15,browse_merch,YWUX-2429,0
U03634,2025-10-24,17:17:30,15,scan_ticket,OYQG-2526,0
U04326,2026-01-26,17:21:22,3,browse_merch,DPQD-7196,0
U02328,2025-12-30,01:05:54,13,browse_merch,JZQV-9290,0
U01827,2025-09-02,21:27:07,10,browse_merch,ZXEF-4157,0
U01542,2025-12-16,09:51:48,19,scan_ticket,,0
U01570,2026-02-15,20:51:26,3,play_ar_game,LBAQ-8739,0
U00548,2025-10-26,22:01:38,4,browse_merch,JEPX-8598,0
U01106,2025-11-05,23:14:08,29,browse_merch,PLPE-6817,0
U02444,2025-10-27,19:14:24,22,play_ar_game,,5
U01891,2026-01-22,10:47:23,29,play_ar_game,ZUGQ-9085,0
U04011,2025-11-03,01:25:48,4,browse_merch,AKZR-4482,4
U04243,2025-09-24,00:56:26,9,scan_ticket,UGXM-7407,0
U03445,2025-12-05,18:11:30,6,browse_merch,JTNH-8918,0
U00326,2025-10-27,23:15:06,21,scan_ticket,,0
U01063,2026-02-12,07:00:16,3,share_social,DNOE-8571,2
U03214,2026-01-10,18:25:55,30,play_ar_game,RAED-1858,0
U01423,2025-11-18,19:29:38,26,browse_merch,,0
U03530,2026-01-31,09:58:52,29,play_ar_game,VNTQ-6586,0
U00528,2025-09-11,18:10:04,23,play_ar_game,UXUJ-9607,0
U03633,2025-09-06,01:25:09,1,browse_merch,,0
U01474,2026-02-10,15:15:24,11,stream_music,,0
U01604,2025-12-04,18:06:21,13,share_social,RIGP-0920,0
U02922,2025-10-19,05:01:25,25,stream_music,,0
U01506,2026-01-01,19:17:12,17,play_ar_game,QDEW-4884,0
U00482,2025-08-27,15:30:58,25,stream_music,URAF-8203,0
U00077,2025-11-19,11:24:58,15,play_ar_game,,0
U03149,2025-09-24,23:50:29,15,scan_ticket,NNWB-8244,0
U01274,2026-01-22,01:18:22,17,stream_music,TFXD-2165,0
U02561,2025-09-06,13:13:17,5,scan_ticket,LHXE-0614,0
U02679,2025-10-10,20:37:01,4,share_social,,0
U04878,2026-01-06,07:00:34,25,play_ar_game,,0
U01840,2026-01-19,23:02:34,13,stream_music,,0
U00910,2025-12-14,05:37:50,11,browse_merch,GCJF-4476,0
U03348,2025-10-22,22:11:39,13,share_social,QKWF-5313,0
U00008,2025-10-09,00:11:33,17,stream_music,OLUL-5744,1
U02127,2025-10-09,22:21:51,15,scan_ticket,SPFH-9429,0
U01470,2025-11-28,01:34:44,21,browse_merch,,0
U01383,2025-12-22,17:27:23,2,share_social,IHZF-6281,0
U03119,2025-10-13,15:03:58,30,browse_merch,EMMS-8722,0
U02602,2026-02-07,04:42:11,17,scan_ticket,MEMX-1911,0
U00927,2026-02-03,02:40:34,6,scan_ticket,MKFY-2679,0
U04539,2025-08-23,23:52:28,5,stream_music,VBRQ-5090,0
U01278,2025-10-25,05:10:29,21,browse_merch,BRAH-4338,0
U02021,2025-10-14,22:43:40,4,scan_ticket,DPVJ-8289,4
U04138,2026-02-17,04:23:20,16,share_social,UDHK-8099,0
U02556,2025-10-17,09:10:15,3,share_social,,1
U00166,2025-08-26,02:43:30,15,browse_merch,RRAN-2383,0
U03085,2025-10-26,23:59:41,13,play_ar_game,,5
U00878,2025-09-03,15:49:55,16,play_ar_game,TDOV-7608,0
U02032,2025-12-02,17:19:39,22,play_ar_game,,0
U02247,2025-11-02,23:20:27,18,play_ar_game,VQAM-8579,0
U02199,2026-01-28,13:05:13,8,share_social,,0
U03286,2025-12-15,23:13:59,4,stream_music,OQVT-3054,0
U04513,2025-11-11,10:53:10,4,share_social,MDJH-2850,0
U04695,2026-02-13,23:33:34,8,browse_merch,,5
U01508,2025-10-09,03:25:23,4,scan_ticket,QUYM-3935,2
U04572,2025-12-07,02:07:38,29,share_social,JTPP-0919,1
U00794,2025-12-27,15:05:34,21,scan_ticket,AAGL-4719,0
U00786,2026-02-07,15:43:22,5,scan_ticket,,0
U03156,2025-10-14,20:00:52,27,scan_ticket,LVOA-8816,0
U00940,2025-10-20,06:51:16,13,browse_merch,CYYF-1527,0
U04084,2026-01-23,01:16:31,3,play_ar_game,LYNH-0421,1
U02560,2025-12-04,10:31:36,21,stream_music,DJWM-6773,0
U04660,2025-10-30,17:27:41,4,scan_ticket,DXSQ-4663,4
U04540,2025-11-09,02:14:18,19,share_social,OCRG-6610,0
U04580,2026-02-14,10:16:23,20,scan_ticket,MSNZ-7725,0
U00599,2025-08-31,08:50:18,23,share_social,TSWD-6755,3
U04009,2025-12-07,01:27:36,24,play_ar_game,TVFW-0935,2
U00048,2025-12-18,03:21:11,15,stream_music,RBUM-2172,0
U03248,2026-01-20,22:03:20,26,scan_ticket,BGIM-6065,0
U02378,2026-01-03,22:27:27,10,scan_ticket,,0
U03830,2026-02-05,15:31:43,29,scan_ticket,PUUE-7247,0
U04244,2025-08-31,13:05:31,19,share_social,SLJY-1741,1
U03102,2025-11-11,05:30:26,3,browse_merch,RCZO-9013,0
U04856,2025-10-09,05:38:38,17,browse_merch,JAJO-7477,0
U02748,2026-02-08,04:50:05,19,browse_merch,NZUD-7834,5
U02341,2025-11-13,11:54:40,14,stream_music,ZCFU-7115,4
U04842,2026-01-21,06:03:55,12,share_social,TFYZ-1497,0
U00856,2025-11-05,12:03:51,9,share_social,QAJW-4053,0
U00823,2025-12-25,22:57:47,20,play_ar_game,CKNZ-0083,0
U02924,2025-11-13,12:28:19,13,share_social,BCAS-9269,4
U04606,2026-01-29,02:42:35,2,scan_ticket,,0
U00985,2025-11-14,06:28:50,10,browse_merch,SYDV-7952,0
U02239,2025-11-02,06:41:10,14,share_social,IACW-2935,0
U04985,2025-10-16,18:12:49,13,stream_music,MKEB-8732,0
U00012,2026-01-01,05:32:10,23,play_ar_game,LRNI-6355,3
U00290,2025-11-02,18:19:51,16,browse_merch,ZFJE-3244,0
U02907,2026-01-13,14:06:16,9,share_social,,0
U02434,2025-11-23,22:49:10,7,browse_merch,JZKL-4907,3
U01723,2025-12-22,12:56:26,22,play_ar_game,VMGU-2539,5
U00316,2025-10-24,01:45:02,29,scan_ticket,VEXU-0234,3
U04915,2025-11-29,22:21:25,20,browse_merch,,0
U03780,2025-09-20,20:00:29,8,share_social,ZUYF-6225,0
U03270,2026-01-23,20:52:17,24,browse_merch,WPNJ-2663,0
U00118,2026-01-31,08:42:53,3,share_social,RLDO-6626,0
U00948,2025-12-26,12:29:54,22,stream_music,ADHV-6539,0
U02904,2026-01-14,12:07:11,8,share_social,KHMZ-5301,0
U02380,2025-10-14,06:14:06,1,play_ar_game,,4
U03347,2026-01-31,23:29:19,15,stream_music,,0
U00628,2025-10-29,05:51:55,9,share_social,YMBV-0080,0
U04299,2026-01-25,21:25:07,7,play_ar_game,ZJSP-4151,0
U01741,2025-09-21,12:27:38,15,play_ar_game,SGFG-3387,0
U03575,2025-12-28,02:16:29,27,stream_music,,0
U02519,2025-11-20,20:02:56,29,browse_merch,AZFT-8240,0
U04009,2025-09-15,11:17:18,5,share_social,LCKU-7964,2
U00987,2025-10-06,03:39:18,29,stream_music,CNYT-9708,0
U04811,2025-09-20,09:28:13,1,play_ar_game,DMFF-7595,0
U00454,2025-09-17,13:05:48,6,scan_ticket,CLBM-6669,0
U01593,2025-10-17,09:10:11,29,scan_ticket,,0
U01923,2026-01-02,23:09:37,25,play_ar_game,SGOS-3352,0
U01591,2025-10-30,01:27:03,25,scan_ticket,LJLE-1238,0
U04207,2026-01-20,00:00:27,5,browse_merch,EYJP-9575,0
U02450,2025-10-08,02:21:37,15,share_social,IXCN-1372,3
U02583,2025-11-25,01:58:53,30,share_social,PHUT-5394,0
U00831,2025-09-13,11:56:12,11,play_ar_game,AEOR-2984,0
U00856,2026-02-15,03:53:38,5,scan_ticket,,0
U00988,2026-01-04,17:51:49,5,share_social,YHQP-4698,0
U04327,2026-02-12,09:47:44,24,stream_music,JQYR-3551,5
U01863,2025-11-14,18:13:47,16,scan_ticket,EEST-8559,1
U01170,2025-09-05,13:18:20,14,scan_ticket,SDQE-2602,0
U01311,2025-12-24,16:35:28,29,share_social,,0
U03202,2025-09-02,19:30:41,16,browse_merch,GHOT-3447,0
U04393,2025-09-28,19:06:55,24,browse_merch,FJNO-6830,0
U02976,2025-10-02,15:52:00,7,scan_ticket,WTBF-2966,0
U03990,2025-12-30,09:56:01,14,share_social,,0
U01390,2025-08-27,07:58:48,8,stream_music,GBKI-3576,0
U02306,2025-11-07,05:27:38,25,stream_music,FSOO-6313,3
U02816,2025-12-11,03:57:16,20,play_ar_game,WWIE-6288,0
U04276,2026-01-02,19:50:34,28,scan_ticket,,0
U04790,2025-12-12,04:22:22,16,play_ar_game,,5
U03707,2026-02-10,00:04:06,29,stream_music,JPFM-3525,5
U04896,2025-11-18,01:31:34,12,stream_music,QRNN-4271,4
U02256,2025-09-10,23:29:09,7,stream_music,OSTU-9260,0
U02941,2025-09-26,04:59:52,11,stream_music,,1
U02221,2025-09-26,08:31:11,9,stream_music,OKPF-0300,0
U01085,2025-09-13,13:28:08,1,play_ar_game,DYIU-9855,4
U00386,2025-12-28,21:21:13,11,stream_music,IXOF-5592,2
U01836,2025-09-08,19:35:43,10,browse_merch,RPHX-3150,0
U01325,2025-10-26,06:48:01,5,scan_ticket,XKDO-8579,1
U00261,2025-08-31,05:51:51,6,play_ar_game,IKVC-1417,2
U00144,2025-09-30,22:49:02,10,browse_merch,,1
U03682,2026-01-25,12:41:34,12,scan_ticket,UCKT-9844,0
U04192,2025-12-03,14:43:18,27,scan_ticket,ELRR-4623,5
U02547,2026-01-25,09:30:09,19,scan_ticket,,0
U02032,2026-01-25,10:55:49,17,play_ar_game,XXJM-4988,0
U02398,2025-09-29,19:40:15,2,play_ar_game,,0
U01632,2025-09-30,06:45:28,27,stream_music,AZXR-5861,0
U03309,2025-11-04,02:17:35,7,browse_merch,DESE-9069,0
U02352,2025-11-12,09:06:13,24,stream_music,PLYW-2435,0
U00311,2025-10-23,09:17:50,12,share_social,DQSE-8941,0
U01210,2026-01-28,01:46:37,15,play_ar_game,VZTE-4619,0
U04467,2025-08-31,05:59:50,23,stream_music,ZOKW-5114,0
U03412,2025-12-27,01:04:52,14,play_ar_game,,1
U01256,2025-11-21,13:10:50,2,browse_merch,ZOEB-9249,1
U00878,2025-11-05,02:46:18,30,scan_ticket,VMLK-6536,0
U04168,2026-01-25,17:59:30,30,share_social,ZYEN-9833,0
U02642,2025-12-17,04:32:21,9,scan_ticket,RTVQ-4390,0
U03487,2025-12-12,05:09:13,18,scan_ticket,OSPJ-1154,0
U00175,2026-01-26,17:54:01,8,play_ar_game,PSTJ-0606,0
U02842,2025-09-10,19:24:09,6,scan_ticket,,0
U02291,2025-10-08,13:11:21,11,browse_merch,JOOU-5570,4
U04094,2025-10-02,01:46:11,12,share_social,TZZX-7157,0
U00374,2026-02-14,00:06:51,22,scan_ticket,MKNK-6421,0
U02732,2025-09-14,22:21:55,7,scan_ticket,,0
U03736,2025-12-28,10:56:38,25,browse_merch,,0
U01736,2025-09-15,21:34:47,20,stream_music,EVYD-6709,0
U04765,2025-09-03,08:14:15,17,share_social,ACXD-6405,0
U04231,2025-11-07,09:54:10,26,browse_merch,CUOU-5027,0
U00350,2025-09-04,11:27:43,23,scan_ticket,,0
U00718,2025-12-06,07:27:13,3,share_social,YQFC-3896,0
U02739,2025-10-12,02:08:44,3,scan_ticket,SCIL-5161,0
U00813,2025-12-25,20:38:56,13,browse_merch,XCMD-4692,0
U03018,2026-01-22,04:33:07,15,share_social,WNQW-8679,0
U03061,2025-12-31,02:58:50,9,play_ar_game,SNUX-3649,0
U02656,2025-10-16,06:26:51,22,share_social,,0
U00836,2025-12-08,16:04:43,16,stream_music,,0
U01219,2025-10-15,03:21:09,27,scan_ticket,,0
U03642,2025-10-02,09:07:19,20,browse_merch,,0
U04935,2025-09-27,03:26:38,14,share_social,XFCX-2932,0
U03231,2025-10-17,01:10:14,15,browse_merch,TGIH-2518,0
U00878,2025-10-30,14:35:41,13,stream_music,ETFO-3972,0
U02880,2025-10-28,21:18:29,15,browse_merch,VRTH-5436,0
U02532,2026-01-30,07:28:26,26,play_ar_game,,0
U01553,2025-09-15,01:42:50,20,browse_merch,ITVA-8435,0
U01619,2025-10-12,21:47:11,9,share_social,TLNS-6000,0
U04007,2026-02-12,12:51:40,17,stream_music,LHCA-1143,3
U04838,2026-01-01,09:07:11,25,scan_ticket,YXWG-6126,0
U02992,2025-10-27,22:19:52,16,share_social,PMSX-1058,0
U03058,2025-12-21,13:11:57,27,scan_ticket,CRKS-7079,0
U00443,2025-12-08,23:55:18,26,scan_ticket,PWMT-3540,0
U00536,2025-09-11,12:14:43,11,browse_merch,UBLA-6650,4
U00319,2025-11-10,18:15:42,23,play_ar_game,,0
U04051,2026-01-05,06:26:35,25,share_social,RLKM-6789,0
U02238,2025-11-19,21:54:41,19,stream_music,,0
U01195,2025-10-29,00:47:11,29,share_social,NKNT-7213,5
U02489,2025-11-27,05:51:20,17,browse_merch,JMXA-9054,0
U03726,2025-11-12,20:07:01,28,scan_ticket,DJBI-7775,4
U04321,2026-01-20,16:49:18,8,browse_merch,,1
U01515,2025-11-04,00:25:47,10,play_ar_game,SWZY-7489,0
U03398,2025-09-22,23:41:21,3,scan_ticket,JXNO-4451,0
U04026,2025-10-23,22:59:46,16,scan_ticket,VAXQ-5285,0
U01155,2025-12-25,02:40:31,16,scan_ticket,GRUZ-4420,0
U03866,2025-10-31,08:41:43,9,scan_ticket,PXNT-0365,0
U00181,2025-09-20,19:55:19,25,play_ar_game,,5
U01326,2025-11-05,23:17:30,17,share_social,TTKV-7296,1
U03863,2025-09-05,01:44:58,10,share_social,,0
U02511,2026-01-19,20:09:33,10,share_social,OLTZ-2587,0
U04111,2026-02-12,04:28:37,22,stream_music,,0
U00114,2025-12-16,23:51:18,16,stream_music,GUTV-0636,4
U01288,2025-12-05,00:27:23,25,stream_music,MOOH-0625,5
U02925,2025-12-12,07:28:32,9,scan_ticket,UTJF-1093,4
U01047,2025-12-23,20:21:19,27,share_social,VCON-9705,0
U01522,2025-10-05,11:55:32,2,browse_merch,IRMM-9970,5
U00819,2026-01-05,09:31:19,7,scan_ticket,,3
U00861,2025-12-07,13:42:05,25,scan_ticket,ODMD-0772,2
U04489,2026-02-02,08:29:49,23,play_ar_game,,0
U03585,2026-02-11,02:07:08,15,play_ar_game,RSHB-6048,5
U03117,2025-09-02,05:24:42,21,play_ar_game,IVSD-2065,5
U04389,2025-12-27,00:59:02,27,play_ar_game,PKDL-1422,2
U04008,2026-01-20,05:20:58,11,browse_merch,VALD-7108,1
U00450,2026-02-06,04:13:16,29,share_social,BDSC-9255,0
U03542,2025-09-06,05:47:27,26,share_social,,0
U01304,2025-09-14,04:38:35,25,play_ar_game,SCKR-9051,0
U02463,2026-02-15,20:28:11,23,browse_merch,VXMY-6618,0
U04671,2026-01-28,23:50:04,17,play_ar_game,UURM-6824,0
U00066,2026-02-09,10:19:12,5,share_social,EFHV-5244,0
U01781,2025-09-24,16:53:44,8,browse_merch,WDXG-0258,0
U04886,2026-01-24,19:55:04,9,stream_music,JJFG-1178,3
U03788,2025-08-28,19:49:02,24,play_ar_game,MNOM-9558,0
U04685,2026-01-03,17:23:28,26,share_social,BCUD-5654,0
U02919,2025-12-14,11:16:18,22,scan_ticket,JKOW-1939,2
U02934,2025-09-15,22:02:10,9,browse_merch,XQIP-0900,0
U02193,2025-11-29,09:43:14,3,browse_merch,JOMM-1424,0
U00998,2025-12-11,20:42:07,15,play_ar_game,,0
U01333,2025-10-18,09:12:05,19,share_social,TVFZ-3291,0
U03933,2026-02-11,09:41:24,12,browse_merch,STDR-0790,0
U04064,2026-01-24,19:33:03,13,play_ar_game,BDAU-3030,0
U01296,2025-10-18,06:20:08,16,play_ar_game,,0
U04946,2025-11-17,13:18:21,14,browse_merch,BQBV-6838,3
U03793,2025-11-17,20:08:31,26,play_ar_game,,0
U04438,2025-11-27,17:26:22,12,scan_ticket,QZVK-3669,0
U00852,2025-11-02,12:41:00,28,browse_merch,GTIJ-6546,0
U02312,2026-01-30,03:09:56,10,share_social,,0
U00212,2025-12-05,03:13:30,12,browse_merch,LAVN-6215,4
U00242,2026-01-18,01:46:20,21,play_ar_game,QWOR-9627,0
U01649,2025-12-08,23:54:38,29,play_ar_game,SCWL-0257,0
U00487,2025-10-24,13:52:59,23,scan_ticket,TQBV-1759,0
U03934,2025-12-04,23:33:08,19,share_social,OAVP-5853,0
U01014,2025-11-12,12:05:52,27,play_ar_game,JHMM-7003,0
U02827,2025-11-02,22:01:34,23,share_social,,5
U03384,2025-09-27,03:30:45,28,stream_music,HLKF-4663,0
U01560,2025-08-23,20:25:32,23,share_social,COST-5053,0
U04512,2025-12-29,06:05:18,25,share_social,SFHM-3125,0
U01372,2025-10-16,18:25:07,8,browse_merch,QISN-6415,4
U03377,2025-11-17,03:53:11,29,play_ar_game,WSUG-1655,1
U02873,2025-11-28,20:22:54,18,share_social,CUZC-1166,0
U01934,2025-09-13,02:50:49,29,play_ar_game,IVYK-3350,0
U01029,2026-02-01,16:47:19,15,share_social,LKCP-1886,2
U02632,2025-08-25,20:55:39,20,share_social,PYNA-1655,0
U01952,2025-10-13,16:19:58,25,play_ar_game,SEKT-3133,0
U04539,2026-02-06,21:59:31,6,stream_music,OMEZ-8843,4
U04728,2026-01-17,10:50:27,3,scan_ticket,ZCZH-2695,3
U01780,2026-01-09,16:13:02,16,play_ar_game,RYXL-9246,0
U04401,2026-02-14,23:20:38,30,scan_ticket,,0
U00405,2025-11-26,20:34:17,21,browse_merch,JYCF-3813,0
U01327,2025-11-01,23:36:43,5,play_ar_game,KQPZ-8195,0
U03323,2026-01-10,12:32:10,14,stream_music,WTSA-0476,0
U00904,2025-11-22,04:37:55,17,browse_merch,,0
U01107,2026-02-16,01:09:34,22,share_social,MVNI-6985,0
U02565,2025-10-27,11:58:19,29,share_social,,5
U03041,2025-12-26,17:38:33,29,stream_music,,4
U02778,2025-09-14,18:33:34,13,stream_music,DITU-8836,0
U02868,2025-08-23,19:26:51,30,scan_ticket,YLWG-2236,1
U00204,2026-02-14,04:36:26,15,browse_merch,KIPL-9222,2
U00778,2026-02-10,21:04:24,27,scan_ticket,MMRN-9881,0
U00095,2025-11-12,20:40:42,18,share_social,,0
U03774,2025-09-20,06:21:31,21,share_social,,0
U03848,2025-12-08,15:24:24,29,scan_ticket,,0
U03888,2025-11-01,19:00:45,7,share_social,IXXM-9187,0
U04482,2025-11-30,19:58:42,23,stream_music,BGNA-7144,5
U01933,2025-11-07,01:51:25,15,scan_ticket,,0
U02218,2025-10-20,12:04:08,14,browse_merch,VVSN-7721,1
U03464,2025-10-08,11:55:04,16,stream_music,WQJY-2075,0
U03887,2026-01-22,23:31:06,14,stream_music,,3
U01960,2025-11-03,08:42:21,12,play_ar_game,,4
U03060,2025-10-02,16:09:50,23,play_ar_game,HDPU-8756,0
U04458,2025-11-21,19:28:10,13,play_ar_game,MXRG-0817,5
U04657,2026-01-19,20:49:21,9,play_ar_game,JPCC-7788,0
U03394,2026-01-08,00:51:08,24,scan_ticket,JKOY-0264,0
U00929,2025-12-31,07:53:27,12,scan_ticket,NIMK-8644,5
U03273,2026-02-01,18:58:53,3,play_ar_game,LNKS-4263,0
U03430,2025-09-15,23:31:04,30,share_social,BEDA-4482,3
U00747,2025-11-18,17:11:01,20,play_ar_game,KMQL-7802,0
U02641,2025-09-18,04:44:22,4,share_social,BHNG-7200,0
U04705,2025-11-06,00:29:17,5,browse_merch,,0
U04416,2026-01-18,15:36:57,21,share_social,FJDG-8673,4
U03863,2026-01-11,05:58:00,25,play_ar_game,PGSN-6785,2
U00238,2026-02-16,23:33:13,4,play_ar_game,MYDD-9059,0
U01050,2025-11-02,04:15:51,1,stream_music,ZSKW-1365,0
U02325,2025-09-23,12:41:25,17,scan_ticket,,0
U04500,2025-10-20,22:05:40,2,share_social,DMDW-3428,0
U02226,2025-09-09,19:12:08,4,browse_merch,LVNH-7130,0
U00294,2026-01-05,22:01:47,26,scan_ticket,MMLT-7140,0
U04555,2025-12-21,11:31:14,10,scan_ticket,XKLJ-9431,1
U04938,2026-01-13,02:27:50,6,share_social,PSQO-9170,0
U03902,2026-01-10,11:53:54,25,browse_merch,,0
U04896,2025-10-10,16:11:02,19,stream_music,ZFNU-7646,0
U00481,2025-08-26,13:01:59,20,browse_merch,PUFM-0668,0
U01060,2026-01-26,03:48:52,16,play_ar_game,SLGY-6856,0
U02329,2026-02-14,14:05:26,21,scan_ticket,VUNJ-1246,0
U00956,2025-09-27,22:49:12,13,stream_music,,3
U04902,2026-01-14,15:34:18,12,scan_ticket,IFVM-9460,0
U03079,2025-09-15,09:42:32,15,scan_ticket,,0
U03048,2025-09-03,06:26:14,16,share_social,NLDM-4582,3
U00485,2026-01-08,12:13:54,7,browse_merch,SZUO-1007,0
U01019,2025-09-25,19:51:46,18,play_ar_game,NTMK-9539,0
U01053,2025-12-04,20:58:08,17,browse_merch,KXCU-7168,0
U01134,2026-01-07,13:22:30,4,stream_music,CLBM-6669,0
U01337,2026-01-24,14:50:26,24,share_social,,0
U00487,2025-11-29,19:41:01,4,share_social,SFNI-1498,0
U00008,2025-12-26,13:52:03,1,play_ar_game,ZXJS-8852,0
